,xSOT,shotoff_prob,shot_block_prob,control_prob,jersey_number
0,0.23281339789882893,0.5982416868209839,0.03034934028983116,0.6268383773493056,20
1,0.2725937036856046,0.3220236003398895,0.21641767024993896,0.5905937561487649,9
2,0.1658129383203746,0.6673773527145386,0.16452540457248688,0.9864108158127235,14
3,0.14624793476899695,0.6328493356704712,0.20360007882118225,0.8942061216988637,12
4,0.0,0.6100344657897949,0.4034036695957184,0.6033649335206445,8
5,0.050024469700917694,0.5293370485305786,0.18474343419075012,0.17495996837516126,6
6,0.03167534,0.50806415,0.46026054,,shooter
